label	id
neutral	1232379919562399744
negative	1222205205770534912
neutral	1224389011587944448
negative	1225772367592542209
neutral	1163138548184170497
positive	1228628638905622528
positive	1203711309017206786
neutral	1161977535946731520
neutral	1103255222682636288
neutral	1223612853002932225
positive	1222609928348585985
negative	1225567542963580929
neutral	1223043880234311681
positive	1159205238575960064
neutral	1224301612048486400
negative	1226204004352393216
negative	1146317301446135808
neutral	1177523509632913413
positive	1230341460274405376
neutral	1230127646668972033
negative	1221617126651387905
positive	1107701467769499649
negative	1101442570633338881
neutral	1126760750742032384
neutral	1166662682583412737
negative	1232623427158102020
negative	1223132791249833984
negative	1230650536489299968
neutral	1223371233103769600
neutral	1200139015170736129
neutral	1171532630107443205
neutral	1194688291431419904
negative	1223936292246949890
negative	1147578024591810560
negative	1221515043378024449
positive	1224142037630574595
positive	1224290386715258880
positive	1152139261275250688
positive	1221611136233222147
positive	1224075363858419713
negative	1225994230679498752
negative	1226285808253980672
negative	1221958655655993346
negative	1141159913164554240
neutral	1165744637216247810
negative	1180279062628945920
negative	1228142864493924352
negative	1144283796918996992
neutral	1224124418416357376
neutral	1137382233495539712
positive	1229768841938423808
neutral	1232462909537546240
negative	1141399265178263553
negative	1223653736440123392
negative	1223600052792373248
neutral	1229020286772817922
negative	1229130523483738115
neutral	1187434225936535555
negative	1232025454309101568
positive	1231851254755811328
positive	1092247229681844224
negative	1232300450357141510
negative	1149503800446636033
neutral	1225851763921567744
negative	1090319944703791110
negative	1146652622989996033
negative	1226500864803770370
negative	1187395819344818177
neutral	1157782112914890758
negative	1224144426152480774
neutral	1227009014845902848
neutral	1225082016212946945
negative	1158764107266498560
negative	1159713744177520640
neutral	1222326889987084288
positive	1154074799867604997
negative	1223385437768704003
negative	1221097083286851591
neutral	1102934716607578112
neutral	1163943280532434952
negative	1228415921020133378
neutral	1226592172092411905
positive	1221900077582692355
positive	1224095485234946049
positive	1224017943240921089
positive	1232121425147973632
negative	1221935904253673472
negative	1158811850689196034
neutral	1149679316285837314
neutral	1186909283490783232
positive	1221889732210122753
positive	1224116169935736832
neutral	1223475617062162432
negative	1228090144999268354
neutral	1145302056598679554
neutral	1127716157891514368
positive	1223350344530395138
negative	1224808417824362496
negative	1222011469463785472
neutral	1222985253549223950
positive	1142351700314824704
neutral	1150799422353268738
negative	1223752484956573696
negative	1192058459061211137
neutral	1101082682090536960
negative	1210286912667299840
positive	1228360861506555905
negative	1229885920813420544
positive	1126298386624393216
negative	1230640554893094918
neutral	1227966977462816771
positive	1224733916172554242
negative	1221358319014727680
neutral	1222248140742561793
neutral	1148740471860211713
negative	1199515670976847872
positive	1232630682880499713
positive	1223681373229027328
neutral	1187090285332967424
neutral	1226594831415283714
neutral	1223243595341156352
neutral	1147339582586916864
positive	1223022039021375491
neutral	1221604820081090562
neutral	1225945844676841472
negative	1223620153960816641
negative	1232297475521859586
neutral	1221950881765130240
positive	1151103542255607808
neutral	1157271468125949953
neutral	1102745795839832065
negative	1228289681433006080
negative	1223225223484407810
positive	1140281395253788672
neutral	1223340368793612288
neutral	1226523826143612930
neutral	1105859573532016640
negative	1140021273365364736
positive	1232123063921250305
neutral	1223619265699422215
neutral	1229859206024450049
neutral	1227987013720133632
neutral	1221923279591608320
neutral	1221889759364050944
negative	1157783303036030982
positive	1231277589697900544
neutral	1107666050718593024
negative	1202280673639387139
negative	1222224190172016641
positive	1231703723937878019
neutral	1149719577259126785
neutral	1103161898021908480
positive	1228062762640826377
negative	1183862809802821632
neutral	1145205386397519874
neutral	1089901122230341632
neutral	1127523677250170880
positive	1123298717447024641
positive	1225055502842900480
positive	1229958686967312384
positive	1192495950008328193
negative	1226512187616825344
negative	1101469141213630464
neutral	1146272668502634502
positive	1228429814299652096
negative	1223226732091756544
neutral	1229571318636412928
negative	1198747484891172864
neutral	1195941520882458625
positive	1223691343907753985
negative	1221922793153011712
neutral	1109981806454026241
neutral	1229320710998446080
neutral	1223717965524275202
positive	1195224743051313152
neutral	1133444503472357376
positive	1221592609367318530
negative	1154421908387049473
neutral	1154079115387002880
neutral	1226235110300831747
neutral	1176638545278251008
negative	1230072583950929920
negative	1223523307548528643
neutral	1204911899265114112
positive	1132039978354003968
neutral	1229574130451787776
positive	1228081842290647042
negative	1221617437189251075
positive	1223060502982479873
positive	1094761971667263488
positive	1223226180289093632
neutral	1224013427787685889
neutral	1089191237851271170
negative	1222253287014985728
neutral	1179908999212421120
neutral	1188366280908333057
neutral	1223969809874014210
neutral	1180956559892979713
neutral	1222470466939518976
negative	1120841299437989888
neutral	1221540638472077312
negative	1224078119646236677
negative	1155179814673944577
positive	1224114681029197826
neutral	1224115062698323976
negative	1228482479746617344
neutral	1232393617710493701
negative	1226512177785380864
negative	1223384820761407489
negative	1223267781552082945
positive	1228193816932315138
negative	1128964919976579072
negative	1183378020205256704
positive	1228042649044684802
negative	1223235911862767617
negative	1224285063048847361
neutral	1197628046162960391
positive	1232243268521426944
negative	1210022285693915136
neutral	1136560612165738496
neutral	1185274175914729477
positive	1221922260396601344
negative	1225513679938113539
negative	1140596714732216320
neutral	1093591514780000257
neutral	1228413487895810048
positive	1231811653458518017
neutral	1181963825995812867
positive	1225169159962726400
positive	1224214286576340992
neutral	1187418166219067392
negative	1232030517912055811
neutral	1224130519308222465
negative	1226103756330340352
positive	1222344392201117701
positive	1156959953057456130
neutral	1101509420511449088
neutral	1101545369937301504
neutral	1221541084758790144
neutral	1110753495446097920
neutral	1168627663419973633
negative	1221605438128521217
negative	1229841141505437705
neutral	1223511568039563264
neutral	1223734206725083138
negative	1229582582091845633
negative	1159302298247417857
positive	1197515697242308608
negative	1092457455089582080
neutral	1109371727916744705
neutral	1221918854835658752
positive	1230932917708185601
neutral	1221945812139290624
positive	1221681563349458944
negative	1228434720914116613
negative	1222280473809956865
negative	1221096002486198272
negative	1226513702561746950
neutral	1221920686178021377
negative	1200197775117434880
negative	1224139615981826048
neutral	1155311222625120256
negative	1132920131670204417
neutral	1221780012644302849
positive	1223642655701262341
positive	1190276852700647424
neutral	1224141902074859524
negative	1228403928343236608
negative	1193213784220983307
positive	1229489361743425536
neutral	1221597157179834370
positive	1228064051458170882
positive	1221918409811800065
neutral	1121196378753908736
negative	1222589473306767360
neutral	1102583920011431938
negative	1161180160592400385
negative	1229100183306133505
neutral	1221937437540339712
neutral	1229977307756056577
neutral	1149627932823810048
neutral	1229008586438795264
positive	1227428283492569088
neutral	1199838222337167360
neutral	1229727983365230593
positive	1223529231445102593
positive	1223622424895336456
positive	1223145691830046720
positive	1142107691671859200
negative	1223090297334157312
positive	1188477273038639105
negative	1223385437768704003
positive	1205791852223434752
neutral	1229790919441797120
neutral	1221889259080245248
neutral	1223496488803680256
neutral	1221933158167388162
neutral	1222589946831110145
negative	1223144177829130240
negative	1221944345231798273
neutral	1148033382997286917
neutral	1143694657223872513
negative	1119987511118520326
positive	1225431827999023105
negative	1222293033544232961
neutral	1209657947694845952
neutral	1134354353328926721
neutral	1111289526737989632
neutral	1134137830299590656
neutral	1223352266645700614
neutral	1230707771940622338
positive	1211165573486387201
negative	1223672971644022786
neutral	1229863586727510016
negative	1161200166684303360
neutral	1211302404324503552
positive	1169640487055233026
negative	1091867712530206720
positive	1229366061776031744
neutral	1207574040967176192
positive	1106175075827486720
neutral	1164625180771127296
neutral	1091872424705122304
positive	1221920639298297856
neutral	1133161081780809728
positive	1119309888516022272
neutral	1224139884815884288
negative	1229448536640585728
neutral	1209913338693652487
negative	1223619068219006978
positive	1230644667009495042
neutral	1225458124716478468
neutral	1182311100899119106
neutral	1228355116668862465
negative	1173231587527409665
negative	1225715127359545344
negative	1226294886548131841
neutral	1198023824761073665
positive	1227526598485737472
neutral	1229569296927510529
positive	1143558224760598528
neutral	1221935603329224709
positive	1194989552097746944
neutral	1145044056692518912
negative	1209224675651465219
neutral	1131463618061570050
negative	1222690953875611648
negative	1224082337614516233
negative	1145735521408344074
neutral	1225146982228013059
negative	1222661100321140736
negative	1177121124750114817
negative	1138167059253252096
positive	1223367892168855553
negative	1170288754520657920
neutral	1230008982112210945
positive	1207654617292660736
negative	1228596267191873536
negative	1149078631819481093
neutral	1169930771257278464
neutral	1231930542318407681
negative	1222195939814887430
neutral	1172527925687721989
neutral	1157402685139800065
negative	1230853119833247744
neutral	1174020939060826115
neutral	1221675209238802432
negative	1229950867178164224
neutral	1162770767148396544
neutral	1222655489730723840
positive	1144941606492971009
negative	1223507818059157504
positive	1228204094386405376
neutral	1224079042812317701
negative	1223496671268466688
neutral	1090459396222537728
neutral	1201553654358200320
negative	1224071877691228160
negative	1102000194034561024
neutral	1205070988897136641
positive	1228542308376858624
negative	1226361052285239296
neutral	1221936094486388736
positive	1228294766107881472
positive	1223022039021375491
neutral	1105804248380465152
negative	1231111126634467334
neutral	1154368095408066560
neutral	1228408516777517059
negative	1142633020421300234
neutral	1223109126554673154
negative	1223265152138530826
neutral	1224138732212645888
negative	1127586073876451328
neutral	1221935108355129344
neutral	1177033294313136128
neutral	1226204729635532801
neutral	1224389021494849536
neutral	1228162411317776386
negative	1229472123464376321
neutral	1109087462947614722
negative	1221134797487124481
positive	1226574597446868994
neutral	1153779208289751041
positive	1228308686625312769
negative	1221119520426942464
neutral	1145639295891496960
negative	1140835752961630210
neutral	1228342868819030017
negative	1228479046624796672
negative	1224098910991540225
neutral	1175561536510812163
neutral	1168308521600839680
neutral	1220236624459550722
positive	1221942968476717057
neutral	1231222146304806912
negative	1211258271966863360
neutral	1184724491634724864
neutral	1149666666571112450
negative	1194629504385208323
positive	1221890543384440833
negative	1224026151322079232
negative	1223999669946265602
negative	1225982858961072130
neutral	1207390366363725824
positive	1225570095599996929
neutral	1196683820591747072
neutral	1224126530596503552
negative	1221606262137409538
neutral	1197970993584779264
negative	1227007810996768769
negative	1157830271393312769
neutral	1164015577683365889
neutral	1159371372323311621
neutral	1187976667521794064
negative	1227038977254883329
negative	1223447576130682881
negative	1223574956635803648
neutral	1152180099090964480
neutral	1200390360595390465
neutral	1210090187063062528
negative	1105182103300333571
positive	1177242836690972673
negative	1226591489796517894
neutral	1226894749610782720
negative	1223928872527454208
negative	1222685631911845888
negative	1223584326794780675
neutral	1229060385665376263
negative	1170224682462842880
neutral	1221540315271770113
neutral	1221942731112534016
negative	1150117385870987264
negative	1223247241437052929
negative	1150210848037593088
neutral	1222290800345862144
negative	1230695804194582533
neutral	1224077100254187526
negative	1223850990912311296
negative	1221943976720326658
neutral	1174872944469839877
positive	1228345246678908929
positive	1166445291542929408
positive	1226052986088148992
positive	1224363039358623746
neutral	1169904497193189377
neutral	1230340786144702464
positive	1222990618961612801
positive	1163658843554893826
positive	1151642272662003712
negative	1222775682834419712
neutral	1159640188353744896
neutral	1158642457728430080
neutral	1140275300665831425
neutral	1221929076077842432
neutral	1222746625073807362
positive	1154112142028804103
negative	1222217119481434112
positive	1227246760235544576
positive	1225192704973426689
neutral	1140335132857044994
negative	1159817993502810113
neutral	1205520992329711621
neutral	1224391864628981765
neutral	1222041426713694208
positive	1223706049267429376
neutral	1150889858388414464
neutral	1228376512904224768
negative	1222041160882905088
neutral	1223729990673584135
negative	1132750329408364544
neutral	1192633989007368197
neutral	1144428802719866880
neutral	1180377112722726912
negative	1223619881322586112
neutral	1130579466726596613
neutral	1223335894289022977
neutral	1210251189570457602
neutral	1160582354001285120
negative	1223593307676336128
neutral	1093661112724262912
negative	1089976920119410688
positive	1230651349844549635
neutral	1113802279767900164
negative	1228786089365778435
positive	1171287855110377473
negative	1177693475212550146
neutral	1224086687707488256
neutral	1233118157579137025
positive	1222934495122190336
positive	1225260280747184129
negative	1210559895273115654
negative	1134970475333865472
neutral	1230419115057319937
neutral	1231578396733231104
negative	1231702129049559040
positive	1230792389347946496
negative	1226264628004556801
positive	1231301968154501122
positive	1222463962551398400
positive	1228517416537292801
negative	1128679707828994048
neutral	1108718309220978689
neutral	1221925473166483456
negative	1222861557266292737
positive	1224250775976546305
neutral	1166329922849300480
neutral	1176612264914423815
neutral	1092719319417524225
neutral	1221613952930590720
negative	1223607827538771968
neutral	1221607429953277953
negative	1227309030059712514
positive	1229819112790122501
negative	1185648736602644480
neutral	1185612128352440321
neutral	1175519365531361287
neutral	1124812395300343808
neutral	1232016795537682433
neutral	1232464579357052928
negative	1092821831977975808
neutral	1178214764205486080
negative	1222149557011673089
positive	1198082758926651392
negative	1228408572947529728
neutral	1229202140968521728
neutral	1195193265391329280
positive	1221438341801005056
neutral	1225987106155253760
neutral	1221538994196025349
neutral	1225957804910923777
neutral	1223250904255778817
neutral	1202208623067324416
neutral	1175953082238275585
negative	1224336738669039618
positive	1221921490393882625
negative	1101158384378744833
positive	1227075377421574145
negative	1223586687038582785
negative	1228560075163258881
negative	1110228963727675397
negative	1160953219645788161
neutral	1141450968808247296
positive	1223320816944865282
negative	1107947573086769152
neutral	1134887633434435586
neutral	1223356367601164288
positive	1138524631923605504
positive	1181720108282105857
neutral	1102975810938519554
positive	1224373995627171848
neutral	1190460609667551232
neutral	1163857018903519233
neutral	1224111841070080000
neutral	1162081529155264512
neutral	1212453569770729472
negative	1130499485719814144
negative	1223606649363091457
neutral	1229345552619331584
neutral	1222908499442720768
neutral	1223012573165096961
neutral	1229431468889296896
negative	1220939335316332546
neutral	1129812819413651457
neutral	1176908319740416000
positive	1221924680761737218
neutral	1203950975297499139
positive	1221928317915365376
neutral	1229552694265892864
negative	1222445511434653696
negative	1131883433645490177
negative	1223187315050401798
neutral	1145195538612027393
neutral	1223226632728694784
positive	1230857975884996609
neutral	1221943689871790087
positive	1228238379625533440
negative	1151015001416769536
positive	1223367892168855553
negative	1230639567218151424
neutral	1090178017295425536
neutral	1231238558599565314
positive	1221088641927340033
neutral	1126090449930813441
neutral	1122007163386380288
positive	1153743032161902594
negative	1231237466914533376
positive	1225806371729199104
neutral	1225827839028498432
neutral	1221892468242817024
neutral	1221610599827886080
negative	1221539229580263429
neutral	1229156285557477376
negative	1101403201935302656
neutral	1118616173640286208
positive	1194318853444112391
negative	1231903587367821313
positive	1223802779195437057
positive	1221927292781449219
neutral	1169206057773797378
positive	1223491991813742594
positive	1221928469329612801
negative	1222610656576331777
neutral	1119496266323353601
negative	1148059622839869440
positive	1223681373229027328
neutral	1211982254957907970
neutral	1223047041359732737
negative	1223293714573004800
neutral	1141152774790504449
positive	1226694452678283264
positive	1223803241789562880
neutral	1223411439555080192
neutral	1223221100508672000
neutral	1142505660069949440
neutral	1206867498362163201
negative	1176167604379164673
negative	1222209269946290177
neutral	1140115082430619648
positive	1209655019588468737
negative	1187486677704544256
negative	1222933937762250753
neutral	1224097421858234374
neutral	1156397551014305792
neutral	1158550634074910721
negative	1173324222774558722
neutral	1092422581267894274
negative	1225924387678957571
neutral	1103287326351024128
neutral	1222746221565153281
neutral	1230274546990632960
neutral	1177385621121318914
negative	1222612597335384065
neutral	1232350812019548161
neutral	1223583842885361664
neutral	1230651839621816320
neutral	1102949689656258560
neutral	1233245195942035456
neutral	1226342729657061376
neutral	1209514358826360832
negative	1167246781215887360
neutral	1134544224622383104
positive	1223706468140142593
negative	1224375156740710400
negative	1181726064793591809
neutral	1228501127966019584
positive	1226351266110021633
neutral	1226016464651423755
positive	1229673025512984577
neutral	1230631857089400834
positive	1223319196903206912
negative	1174649400653729793
neutral	1089940469021331458
positive	1228049443011878919
negative	1222538466736558080
negative	1122803399010004992
positive	1229395735931760640
positive	1227941485301108740
negative	1228326728109625344
positive	1224211038201171968
neutral	1204323121626398722
positive	1229448661798707202
neutral	1121458851675627520
neutral	1222039817191677954
positive	1221920639298297856
positive	1227986131695919106
negative	1222655820883775490
positive	1176624779257962496
negative	1119508404140167168
neutral	1115164586058178560
neutral	1227984788121735168
positive	1224114226681110528
neutral	1128743518560837634
positive	1221567917810245632
neutral	1181103885420617728
positive	1228026188066631685
neutral	1151391985812553728
neutral	1221931423390748674
neutral	1232050407939223552
positive	1113607194816208896
negative	1223596054538571776
neutral	1192604155031900160
negative	1222285238287683586
negative	1223460086443597825
negative	1230593495741718542
neutral	1171771399238758402
negative	1223285667926564864
neutral	1222989869854556160
negative	1231814206728658944
neutral	1228208099812503552
positive	1221949330703167490
negative	1222680878301827075
neutral	1109293831332212737
neutral	1132261798625701890
negative	1223675879932485632
neutral	1196915584430215170
negative	1173895868979671040
negative	1223380868888236038
negative	1176646589898731520
neutral	1187554955173023744
positive	1123791585928466440
negative	1232252795736219648
negative	1226263673389359104
negative	1223641153180000256
neutral	1231758013121417216
neutral	1174116674225758209
negative	1159103640633839619
negative	1101831485060009990
neutral	1165362846923780096
negative	1221889833691254784
neutral	1140555296076681216
negative	1224101867015327745
neutral	1188090500655570944
positive	1222891996685012998
neutral	1201477213620621312
negative	1113968764951957504
positive	1230443425608192000
negative	1223679370398765057
negative	1229186245953236992
positive	1222968919364734976
negative	1230060677588451328
neutral	1221933542080253952
negative	1167250564331257858
neutral	1229889671359909889
negative	1223376163202007040
positive	1227571246692470785
neutral	1205250241420812291
negative	1221606287835901954
negative	1224835756654383104
negative	1228054834382884864
negative	1223571961818886144
neutral	1200703959658303488
positive	1223709137457963008
neutral	1222765111598706689
positive	1232752240995241986
neutral	1223602537200345088
positive	1224815291286290433
neutral	1166931025567469568
neutral	1162473332043931649
positive	1224079626949054465
positive	1226729646999269376
neutral	1137441851697500160
positive	1222248663885533184
negative	1222647954315587592
negative	1228997502436814849
neutral	1221921647189544964
neutral	1105143098995367936
negative	1152643502334984192
negative	1221095281753755648
neutral	1189537753920241671
neutral	1228925085123301376
negative	1203024475496886272
neutral	1221918790545551361
positive	1223299941910700033
positive	1224909225626746882
neutral	1132056214404255756
neutral	1223556933766041600
neutral	1165421428927344640
neutral	1229212325183459329
negative	1121738863486095360
neutral	1229430567789264898
positive	1224122159875756033
neutral	1221540728263700480
neutral	1210404059884216321
positive	1221956201036034050
neutral	1221610022171529216
neutral	1221934713998213120
neutral	1198096809685438464
neutral	1209351318659190784
negative	1163856404370927616
positive	1221198478014963712
neutral	1171694827882369025
neutral	1180104680267014145
neutral	1147680273456234496
negative	1224102441332899840
positive	1229427936597626883
neutral	1107789812340158464
negative	1223596532802445312
neutral	1149186925644767232
neutral	1221318490646147074
neutral	1106271194444115968
negative	1229412023987064834
neutral	1229092324539584515
neutral	1224138683428659201
neutral	1223318605632241664
neutral	1221560653724442624
positive	1228129252920512512
positive	1229397869913731073
positive	1226588375290761216
positive	1223873655777579013
negative	1226156569815068672
negative	1224905939125526529
positive	1225820880032256000
neutral	1220280569071919104
positive	1223776470411202560
neutral	1158919573757943809
positive	1232658769047322624
neutral	1221815082121908226
neutral	1181446923372421120
negative	1222731815745740801
negative	1225584731623813120
neutral	1221934566987980801
negative	1224334619471904775
negative	1164482378301104131
negative	1233066530419511296
negative	1165658318569910272
positive	1168219616176410624
neutral	1118382766326976514
positive	1229567606056615936
neutral	1131503381275729925
neutral	1136238564247842816
negative	1226137811071401984
neutral	1228536945405517825
positive	1225901509545582594
neutral	1230104179068284929
negative	1229306988703645698
negative	1228481132125151232
neutral	1153809807767269376
positive	1221952131252596736
neutral	1221709058203430913
positive	1108770952513503232
negative	1229823794556043267
neutral	1224721262594924545
negative	1221488667988058113
neutral	1200105116918923265
negative	1226402691900772352
positive	1222580030242295813
neutral	1223622031507255296
neutral	1108748689248444416
neutral	1223242174554349569
positive	1229969388389859329
positive	1221133578290905088
neutral	1229420472883982336
negative	1149705434204266497
neutral	1221888322638737408
neutral	1162820838430785536
neutral	1089647041976913920
neutral	1165365003098218496
neutral	1230154557142888448
neutral	1123933676386103297
positive	1224196480375959553
positive	1228049053956505600
negative	1225578282751537152
negative	1223984420987629573
neutral	1222539229202386946
neutral	1226231358873329666
positive	1126608643636563975
neutral	1158732318837809152
neutral	1125945511691689986
neutral	1221968791426306049
neutral	1221932691378991105
neutral	1089977429110730754
positive	1223638337812123648
negative	1229482483089059843
negative	1229783885543825408
positive	1224368404355698689
neutral	1193667545129050112
neutral	1222936165231157248
neutral	1230515749690761216
neutral	1196706515471630337
neutral	1093200902083624960
neutral	1223603882418495488
neutral	1188482231930675200
neutral	1130917183524167680
negative	1224822945807241221
neutral	1225124717922701314
negative	1170414709725515776
neutral	1200048700556492802
positive	1223250998652698625
positive	1092003931025276928
neutral	1227970491098509314
positive	1230579906410663937
positive	1182450534004989952
neutral	1145765516352659457
negative	1224036666219880448
neutral	1221764057599856640
negative	1221604960288243715
neutral	1150137586263973888
neutral	1230675085695930368
neutral	1225784141343580162
neutral	1229808516489076736
neutral	1231406258583932928
negative	1129487572277825536
neutral	1160115268196229121
negative	1225350692145156096
positive	1211928240778022913
neutral	1167178548307791872
neutral	1143203096912433152
neutral	1228338519325757444
neutral	1120167768949583872
positive	1109190627634434049
negative	1170291326123937792
neutral	1164952794736013312
neutral	1189229686255214594
neutral	1113858466442092544
neutral	1221916923249745922
neutral	1093211472690380800
negative	1221612655267524608
neutral	1221924531197169665
neutral	1169983300418457600
positive	1228738399013613568
negative	1223633261651357698
neutral	1134526335999795200
negative	1111315875406188544
neutral	1140945840703455232
neutral	1229562324555456515
neutral	1221918364781568000
neutral	1206856437810581504
neutral	1231749063885905921
negative	1223353957218574336
negative	1224250402490798080
neutral	1230733501395161090
negative	1231803386263044096
positive	1089996555460009986
neutral	1223380744833261570
neutral	1136811017462304768
neutral	1231413198915543040
negative	1229826113205129216
neutral	1228229165276516353
negative	1142645481643880448
neutral	1222580692489555971
neutral	1224139792667041792
positive	1129819127672057856
negative	1121486651887366146
negative	1224278711777878016
neutral	1148529355645227009
positive	1223576084383436800
negative	1221154961481879553
positive	1228337436499095560
positive	1223919611516608513
neutral	1232702028784246784
negative	1233222971940069376
neutral	1141472204133150721
neutral	1225612173801594881
positive	1229716385422618624
neutral	1224123124603609089
neutral	1118148405208002561
neutral	1127773091579482112
neutral	1226790826887516161
negative	1225974156019236865
neutral	1220817803562885122
neutral	1158180478400077824
neutral	1101141203104550913
neutral	1198028374700109826
neutral	1095789220466253824
positive	1231329771931435009
positive	1223223056279179264
neutral	1158295335799873536
neutral	1092139303696850944
positive	1224030307491504129
neutral	1131859178421739520
neutral	1221430810101919744
negative	1230875582789017604
negative	1182434192640139265
negative	1232555556889677824
negative	1222467792579878914
negative	1232121234122563584
negative	1221611810253606912
neutral	1131685857239416833
neutral	1177501951849709570
negative	1120908990534356992
positive	1226895412025417728
neutral	1149367611517493248
negative	1221606196378886144
neutral	1091919396623142912
negative	1231619075144667138
negative	1225030142231224322
negative	1224879937389236230
neutral	1223181945376370689
negative	1228446338091823106
neutral	1228413040833462273
neutral	1221945091226570754
positive	1114168824599842817
negative	1226613874721423365
neutral	1223504149825892354
neutral	1226542275762651136
neutral	1129832574027816960
negative	1119151007479427073
negative	1223367499619586048
negative	1136960496777797638
neutral	1221582700282294279
neutral	1168865698694782977
neutral	1177632821449412610
positive	1231360159970099200
positive	1224057957739978752
negative	1209200474689331200
negative	1221606937768255488
neutral	1223614899034652673
negative	1188804744388567042
neutral	1137855707741601793
negative	1229518733577768961
neutral	1224366232100622338
positive	1203382505388363776
negative	1093291725290905600
neutral	1223367845590945792
negative	1221541747446161408
neutral	1223276881635614722
positive	1191785237950402560
neutral	1198666401826967552
neutral	1228189143433269248
neutral	1206952361584971780
neutral	1182484830044467200
negative	1228003783877242882
neutral	1229048691161387009
neutral	1222286970665291778
negative	1223715387021250561
neutral	1207171182518325251
neutral	1222282057499521032
positive	1223756474632900608
neutral	1157757180814254080
neutral	1157744787002404870
neutral	1174991823070273536
negative	1221228307208921089
positive	1221949934586327040
neutral	1230228199054901250
negative	1223031406093189123
neutral	1224156594071658499
neutral	1230589818783981569
negative	1223086125880729600
positive	1185478167252865024
neutral	1202339071453990914
positive	1228227518378852352
negative	1230036853153304576
positive	1231195137763684353
neutral	1229876908667678720
negative	1198731625896517632
neutral	1221924903202557952
negative	1223975468786966528
neutral	1135961119066079234
neutral	1091491505301184512
neutral	1224085060267270144
neutral	1184942297802330114
negative	1193938807323803648
negative	1221833993017909248
positive	1101683294880624641
positive	1221951278978232320
neutral	1181016714957352960
negative	1224180655619289091
neutral	1224019670082052096
negative	1230579833761157122
neutral	1228485286901899264
negative	1204982619978575873
neutral	1174037200024956929
positive	1225717976332148738
neutral	1230149446165549056
neutral	1227932981215539200
neutral	1229879645249658881
neutral	1224118065543155713
negative	1221957752320217088
neutral	1200559806106492928
neutral	1229246215646302220
neutral	1167191571583967232
neutral	1229533369274425345
positive	1207507041410924545
negative	1229469606558998528
neutral	1205848428804280320
neutral	1168506426886541312
negative	1211683007481946112
negative	1222430545277345795
positive	1228184407367806976
neutral	1221612683369205760
positive	1224302588016898050
neutral	1221918486676590592
negative	1225015866401677317
negative	1222630241572491264
negative	1222200923214184448
negative	1225754583349243906
negative	1117574062417563648
negative	1225973519399432193
neutral	1223280512095150081
positive	1093009238107004929
negative	1232302962720018432
neutral	1221928975154311169
negative	1140648430462746625
negative	1125824694588821504
negative	1223263773760413697
negative	1223398461233602566
negative	1222538466736558080
neutral	1232037730424643589
neutral	1182328424712548353
positive	1135181218495045638
positive	1224844747661025281
negative	1182670310665007104
neutral	1222215572844425216
positive	1230776790144180226
neutral	1221606490957463552
neutral	1221951889396256768
negative	1223915081152581632
negative	1230310952001843201
positive	1229948724425580544
positive	1228084672623710209
neutral	1222258443794440194
neutral	1129803197793546240
neutral	1224141713977024514
negative	1134481809004290048
positive	1226550674147741697
negative	1228469824919154688
neutral	1221773602703331328
positive	1143608023845412864
neutral	1232424230341369856
positive	1108185331562622976
negative	1230775354245017600
negative	1124457677923475457
negative	1221501747606237190
positive	1223694210941038594
neutral	1222262323227897871
neutral	1221221193967116288
negative	1222230621654667264
negative	1153643168178610176
negative	1228743237663363073
neutral	1089977279369961473
neutral	1105963623086727169
positive	1231273376905400325
neutral	1120829140029059078
negative	1224138895840960512
neutral	1199478425158684672
neutral	1143015968790044673
positive	1222256931827372032
positive	1228312818958700544
negative	1228568494205292545
negative	1222285797845622785
positive	1231864169005228032
positive	1091211397994766337
negative	1224124032246861825
positive	1228668699604701189
positive	1222888338803179520
negative	1232052750264995841
neutral	1225285945404116992
neutral	1193456001141428225
neutral	1100581863972757504
positive	1092597438832132096
negative	1223641960830861314
negative	1222559034051649536
neutral	1201586575311806465
negative	1222899276344221697
neutral	1223539209396543489
neutral	1222280031897976835
neutral	1201819199913381889
positive	1228086882376077313
positive	1223498233038561280
negative	1223099687546187776
positive	1149800363706294272
negative	1227317222286204929
positive	1224856954251513856
negative	1230052720540880896
neutral	1118157536232923136
positive	1138889511490990084
neutral	1204534211194933248
positive	1221888749333884928
neutral	1147036674280558594
neutral	1140041992614735872
neutral	1122079747587002368
neutral	1206977048968912897
neutral	1167963612599599109
neutral	1230611433961984000
positive	1229562164161196032
positive	1225425283341148160
negative	1227068540806664192
neutral	1228353816623493121
negative	1176437564150091776
negative	1222858574369607686
negative	1223373086466170883
negative	1156302323179819011
positive	1223299588964134912
negative	1222265743536021505
neutral	1152032129234038785
negative	1223631713798098944
neutral	1200785882959220742
negative	1228036378782466048
neutral	1204235253604208640
neutral	1140882156912283648
negative	1141566415364861952
neutral	1163852066852417536
neutral	1108835754485141505
neutral	1221919954120740864
positive	1222910412791984130
positive	1184303908090515457
neutral	1144346887811739656
neutral	1221942308657975297
negative	1127112744849666049
positive	1225836751618478080
neutral	1222200171636887552
negative	1132030188370440192
neutral	1141325210668470272
negative	1226603756206211072
neutral	1221920772337303565
neutral	1180298268217167872
positive	1201723452987604992
negative	1091866442885197824
negative	1221924332169048064
neutral	1229772180805779458
negative	1223602116750692354
neutral	1221920644608221184
positive	1222277394855333888
positive	1226178938491297794
negative	1223618808734240768
positive	1139680976580169728
positive	1225359154707075073
neutral	1231263241424125952
negative	1103988154753863680
positive	1226406811386945536
